Course Code,Section Code,Section Display Name,Est. Enroll.,ISBN,Title,Author,Publisher,Date,Edition,Required?,Supplier,Link,OK to Use Newer Edition?,OK to Use Older Edition?,Section Status,Submitted By
LEED 6906,607,Kermit Buckner,,978-1-138-02440-3,The Principal As Human Resources Leader : A Guide to Exemplary Practices for Personnel Administration,"Norton, M. Scott",Routledge,7/23/2014,,required,,,,,Approved,Karen Jones
MATH 1065,601,Paul Kornegay,100,978-1-259-72216-5,MILLer AkS 360 Coll Alg (11 Week),Miller-Gerken,Mcgraw-Hill,,2 ed,required,,,,,Approved,
MATH 2119,601,Alexandra Shlapentokh,40,978-1-285-46464-0,"Applied Calculus for the Managerial, Life, and Social Sciences : A Brief Approach","Tan, Soo T.",Cengage Learning,2/19/2014,10,optional,,,,,Approved,Alexandra Shlapentokh
MATH 3307,602,Jungmin Choi,35,978-1-305-25180-9,Probability and Statistics for Engineering and the Sciences,"Devore, Jay L.",Cengage Learning,1/1/2015,9,required,,,*,,Approved,Jungmin Choi
MATH 4031,601,Chalani Prematilake Gunerathne,,978-1-285-05108-6,Applied Regression Analysis and Other Multivariable Methods,"Kleinbaum, David G., Kupper, Lawrence L., Nizam, Azhar, and Rosenberg, Eli S.",Brooks/Cole,8/30/2013,5,required,,,,,Approved,Chalani Prematilake Gunerathne
MENG 4153,1,,,978-1-259-69653-4,Fluid Mechanics: Fundamentals and Applications,"Cengel, Cimbala, Cengel, Yunus A., and Cimbala, John M.",McGraw-Hill Education,2/27/2017,4,required,,,,,Approved,
MENG 4153,2,,,978-1-259-69653-4,Fluid Mechanics: Fundamentals and Applications,"Cengel, Cimbala, Cengel, Yunus A., and Cimbala, John M.",McGraw-Hill Education,2/27/2017,4,required,,,,,Approved,
MENG 4153,601,,,978-1-259-69653-4,Fluid Mechanics: Fundamentals and Applications,"Cengel, Cimbala, Cengel, Yunus A., and Cimbala, John M.",McGraw-Hill Education,2/27/2017,4,required,,,,,Approved,Christopher Venters
MENG 4650,1,,50,978-1-260-40764-8,Loose Leaf for Shigley's Mechanical Engineering Design,"Budynas, Richard G. and Nisbett, Keith J.",McGraw-Hill Education,1/4/2019,11,required,,,,,Approved,Brian Sylcott
MENG 4650,2,,50,978-1-260-40764-8,Loose Leaf for Shigley's Mechanical Engineering Design,"Budynas, Richard G. and Nisbett, Keith J.",McGraw-Hill Education,1/4/2019,11,required,,,,,Approved,Brian Sylcott
MGMT 4842,1,Erik Taylor,25,978-1-260-89784-5,Crafting And Executing Strategy: Concepts (ll Book),Thompson,McGraw-Hill,1/1/2020,22,required,,,,,Approved,Laura Madden
MGMT 4842,601,Erik Taylor,25,978-1-260-89784-5,Crafting And Executing Strategy: Concepts (ll Book),Thompson,McGraw-Hill,1/1/2020,22,required,,,,,Approved,Laura Madden
MGMT 4842,607,Erik Taylor,25,978-1-260-89784-5,Crafting And Executing Strategy: Concepts (ll Book),Thompson,McGraw-Hill,1/1/2020,22,required,,,,,Approved,Laura Madden
MGMT 4842,604,Laura Madden,25,978-1-260-89784-5,Crafting And Executing Strategy: Concepts (ll Book),Thompson,McGraw-Hill,1/1/2020,22,required,,,,,Approved,Laura Madden
MGMT 4842,608,Laura Madden,25,978-1-260-89784-5,Crafting And Executing Strategy: Concepts (ll Book),Thompson,McGraw-Hill,1/1/2020,22,required,,,,,Approved,Laura Madden
MGMT 4842,609,Laura Madden,25,978-1-260-89784-5,Crafting And Executing Strategy: Concepts (ll Book),Thompson,McGraw-Hill,1/1/2020,22,required,,,,,Approved,Laura Madden
MGMT 4842,2,Lillis Prati,25,978-1-260-89784-5,Crafting And Executing Strategy: Concepts (ll Book),Thompson,McGraw-Hill,1/1/2020,22,required,,,,,Approved,Laura Madden
MGMT 4842,602,Lillis Prati,25,978-1-260-89784-5,Crafting And Executing Strategy: Concepts (ll Book),Thompson,McGraw-Hill,1/1/2020,22,required,,,,,Approved,Laura Madden
MGMT 4842,610,Lillis Prati,25,978-1-260-89784-5,Crafting And Executing Strategy: Concepts (ll Book),Thompson,McGraw-Hill,1/1/2020,22,required,,,,,Approved,Laura Madden
MGMT 4842,605,Susan Lynch-Smith,25,978-1-260-89784-5,Crafting And Executing Strategy: Concepts (ll Book),Thompson,McGraw-Hill,1/1/2020,22,required,,,,,Approved,Laura Madden
MGMT 4842,603,Timothy Madden,25,978-1-260-89784-5,Crafting And Executing Strategy: Concepts (ll Book),Thompson,McGraw-Hill,1/1/2020,22,required,,,,,Approved,Laura Madden
MGMT 4842,606,Timothy Madden,25,978-1-260-89784-5,Crafting And Executing Strategy: Concepts (ll Book),Thompson,McGraw-Hill,1/1/2020,22,required,,,,,Approved,Laura Madden
MGMT 6420,601,Walter Grubb,,978-1-5063-6231-1,Leadership : Theory and Practice,"Northouse, Peter G.","SAGE Publications, Incorporated",3/16/2018,8,required,,,,,Approved,Walter Grubb
MGMT 6421,601,Aneil Mishra,30,978-1-59562-025-5,Strengths Based Leardersip,"Rath, Tom, Conchie, Barry, Gallup Press Staff, Press, Gallup, and Gallup",Gallup,1/6/2009,,required,,,*,,Approved,Aneil Mishra
MGMT 6421,601,Aneil Mishra,30,978-0-415-88282-8,Becoming a Trustworthy Leader : Psychology and Practice,"Mishra, Aneil K. and Mishra, Karen E.",Routledge,12/17/2012,,required,,,*,,Approved,Aneil Mishra
MGMT 6682,601,Cody Chullen,20,978-0-14-311875-6,Getting To Yes,"Fisher, Roger, Ury, William, Patton, Bruce, and Ury, William L.",Vp,5/3/2011,3,required,,,,,Approved,Cody Chullen
MGMT 6682,601,Cody Chullen,20,978-0-553-38411-6,Negotiation Genius : How to Overcome Obstacles and Achieve Brilliant Results at the Bargaining Table and Beyond,"Malhotra, Deepak and Bazerman, Max",Random House Publishing Group,8/26/2008,,required,,,,,Approved,Cody Chullen
MGMT 6802,601,Amy McMillan,35,978-1-264-32985-4,Organizational Behavior (connect access+ebook),Knicki,McGraw-Hill,1/1/2018,2,required,,,,,Approved,Amy McMillan
MGMT 6802,601,Amy McMillan,35,978-1-4338-3273-4,Concise Guide to APA Style,,American Psychological Association,12/1/2019,,required,,,,,Approved,Amy McMillan
MGMT 6802,603,Amy McMillan,35,978-1-264-32985-4,Organizational Behavior (connect access+ebook),Knicki,McGraw-Hill,1/1/2018,2,required,,,,,Approved,Amy McMillan
MGMT 6802,603,Amy McMillan,35,978-1-4338-3273-4,Concise Guide to APA Style,,American Psychological Association,12/1/2019,,required,,,,,Approved,Amy McMillan
MGMT 6802,602,Walter Grubb,,978-1-264-32985-4,Organizational Behavior (connect access+ebook),Knicki,McGraw-Hill,1/1/2018,2,required,,,,,Approved,Walter Grubb
MIS 3063,611,Richard Hauser,40,978-0-13-688196-4,MYLAB IT New Design w/ETEXT for Exploring Microsoft Office 2019 ECU,Kroenke,Pearson,1/1/2020,,required,,,,,Approved,Richard Hauser
MIS 3123,601,Brenda Killingsworth,20,978-1-107-18612-5,"Principles of Database Management : The Practical Guide to Storing, Managing and Analyzing Big and Small Data","Lemahieu, Wilfried, vanden Broucke, Seppe, and Baesens, Bart",Cambridge University Press,7/12/2018,,required,,,,,Approved,Brenda Killingsworth
MIS 3673,601,Janice Knapp,85,978-0-13-518351-9,Starting Out with Visual C#,"Gaddis, Tony",Pearson Education,3/30/2019,5,required,,,,,Approved,Janice Knapp
MIS 3673,602,Janice Knapp,85,978-0-13-518351-9,Starting Out with Visual C#,"Gaddis, Tony",Pearson Education,3/30/2019,5,required,,,,,Approved,Janice Knapp
MIS 4123,1,Brenda Killingsworth,50,978-1-119-36883-0,Business Data Communications and Networking,"FitzGerald, Jerry and Dennis, Alan","Wiley & Sons, Incorporated, John",11/1/2017,13,required,,,,,Approved,Brenda Killingsworth
MIS 4123,601,Brenda Killingsworth,50,978-1-119-36883-0,Business Data Communications and Networking,"FitzGerald, Jerry and Dennis, Alan","Wiley & Sons, Incorporated, John",11/1/2017,13,required,,,,,Approved,Brenda Killingsworth
MIS 4153,1,John Drake,40,978-1-943153-65-7,eCommerce: A Stakeholder Approach,John Drake,Prospect Press,,First,required,,,,,Approved,John Drake
MIS 4153,601,John Drake,40,978-1-943153-65-7,eCommerce: A Stakeholder Approach,John Drake,Prospect Press,,First,required,,,,,Approved,John Drake
MIS 4173,1,Eric Kisling,70,978-1-119-49648-9,Systems Analysis and Design,"Dennis, Wixom, Barbara Haley, Dennis, Alan, Roth, Roberta M., and Wixom, Barbara","Wiley & Sons, Incorporated, John",12/27/2018,7,recommended,,,*,*,Approved,Eric Kisling
MIS 4173,601,Eric Kisling,70,978-1-119-49648-9,Systems Analysis and Design,"Dennis, Wixom, Barbara Haley, Dennis, Alan, Roth, Roberta M., and Wixom, Barbara","Wiley & Sons, Incorporated, John",12/27/2018,7,recommended,,,*,*,Approved,Eric Kisling
MIS 6723,601,April Reed,30,978-1-5447-0189-9,"An Introduction to Project Management, Sixth Edition","Schwalbe, Kathy",CreateSpace Independent Publishing Platform,9/8/2017,,required,,,,,Approved,April Reed
MIS 6743,601,April Reed,15,978-0-9909074-1-1,Alpha Project Managers : What the Top 2% Know That Everyone Else Does Not,"Crowe, Andy",Velociteach,2/15/2016,,required,,,*,*,Approved,April Reed
MIS 6863,601,Yajiong Xue,30,978-1-119-36883-0,Business Data Communications and Networking,"FitzGerald, Jerry and Dennis, Alan","Wiley & Sons, Incorporated, John",11/1/2017,13,required,,,,,Approved,Yajiong Xue
MIS 6873,601,Ravi Paul,60,978-1-107-18612-5,"Principles of Database Management : The Practical Guide to Storing, Managing and Analyzing Big and Small Data","Lemahieu, Wilfried, vanden Broucke, Seppe, and Baesens, Bart",Cambridge University Press,7/12/2018,,required,,,,,Approved,Ravi Paul
MIS 6873,602,Ravi Paul,60,978-1-107-18612-5,"Principles of Database Management : The Practical Guide to Storing, Managing and Analyzing Big and Small Data","Lemahieu, Wilfried, vanden Broucke, Seppe, and Baesens, Bart",Cambridge University Press,7/12/2018,,required,,,,,Approved,Ravi Paul
MIS 6883,601,John Drake,15,978-1-943153-65-7,eCommerce: A Stakeholder Approach,John Drake,Prospect Press,,First,required,,,,,Approved,John Drake
MIS 6903,601,Christopher Furner,30,978-0-12-809198-2,Business Intelligence Strategy and Big Data Analytics : A General Management Perspective,"Williams, Steve",Elsevier Science & Technology,4/7/2016,,required,,,,,Approved,Christopher Furner
MIS 6913,601,Richard Hauser,60,978-1-119-14567-7,"Predictive Analytics : The Power to Predict Who Will Click, Buy, Lie, or Die","Siegel and Siegel, Eric","Wiley & Sons, Incorporated, John",1/20/2016,2,required,,,,,Approved,Richard Hauser
MIS 6913,601,Richard Hauser,60,978-1-4493-6132-7,Data Science for Business : What You Need to Know about Data Mining and Data-Analytic Thinking,"Provost, Foster and Fawcett, Tom","O'Reilly Media, Incorporated",8/27/2013,,required,,,*,,Approved,Richard Hauser
MIS 6913,602,Richard Hauser,60,978-1-119-14567-7,"Predictive Analytics : The Power to Predict Who Will Click, Buy, Lie, or Die","Siegel and Siegel, Eric","Wiley & Sons, Incorporated, John",1/20/2016,2,required,,,,,Approved,Richard Hauser
MIS 6913,602,Richard Hauser,60,978-1-4493-6132-7,Data Science for Business : What You Need to Know about Data Mining and Data-Analytic Thinking,"Provost, Foster and Fawcett, Tom","O'Reilly Media, Incorporated",8/27/2013,,required,,,*,,Approved,Richard Hauser
MIS 6933,601,Yajiong Xue,30,978-1-4614-7137-0,An Introduction to Statistical Learning : With Applications in R,"James, Gareth, Hastie, Trevor, Tibshirani, Robert, and Witten, Daniela",Springer New York,9/1/2017,,required,,,,,Approved,Yajiong Xue
MIS 6933,601,Yajiong Xue,30,978-1-62960-264-6,"Predictive Modeling with SAS Enterprise Miner : Practical Solutions for Business Applications, Third Edition","Sarma, Kattamuri S.",SAS Institute,7/20/2017,3,required,,,,,Approved,Yajiong Xue
MKTG 3852,601,Enping Mai,,978-1-138-20229-0,The Cultural Dimension of Global Business,"Ferraro, Gary P. and Briody, Elizabeth K.",Routledge,3/17/2017,8,required,,,*,,Approved,Enping Mai
MKTG 3852,604,Enping Mai,,978-1-138-20229-0,The Cultural Dimension of Global Business,"Ferraro, Gary P. and Briody, Elizabeth K.",Routledge,3/17/2017,8,required,,,*,,Approved,Enping Mai
MKTG 3852,605,Enping Mai,,978-1-138-20229-0,The Cultural Dimension of Global Business,"Ferraro, Gary P. and Briody, Elizabeth K.",Routledge,3/17/2017,8,required,,,*,,Approved,Enping Mai
MKTG 6822,1,Christine Kowalczyk,100,978-0-07-174229-0,Strategy from the Outside in: Profiting from Customer Value,"Day, George, Moorman, Christine, and Day, George S.",McGraw-Hill Education,7/23/2010,,required,,,*,*,Approved,Christine Kowalczyk
MKTG 6822,601,Christine Kowalczyk,100,978-0-07-174229-0,Strategy from the Outside in: Profiting from Customer Value,"Day, George, Moorman, Christine, and Day, George S.",McGraw-Hill Education,7/23/2010,,required,,,*,*,Approved,Christine Kowalczyk
MKTG 6822,602,Christine Kowalczyk,100,978-0-07-174229-0,Strategy from the Outside in: Profiting from Customer Value,"Day, George, Moorman, Christine, and Day, George S.",McGraw-Hill Education,7/23/2010,,required,,,*,*,Approved,Christine Kowalczyk
MRCH 1135,601,Ginger Woodard,,978-1-5013-2400-0,The Dynamics of Fashion,"Stone, Elaine and Farnan, Sheryl A.",Bloomsbury Academic & Professional,2/22/2018,5,required,,,*,,Approved,Ginger Woodard
MRCH 2883,601,Ginger Woodard,30,978-1-5013-1464-3,"Guide to Fashion Career Planning : Job Search, Resumes and Strategies for Success","Paulins, V. Ann and Hillery, Julie L.",Bloomsbury Academic & Professional,3/10/2016,2,required,,,*,,Approved,Ginger Woodard
MRCH 3350,601,Ginger Woodard,40,978-0-13-099588-9,Merchandising Math,"Kincade, Doris H., Gibson, Fay Y., Woodard, Ginger A., Kincade, Doris, Gibson, Fay, and Woodard, Ginger",Pear,9/8/2003,,required,,,,,Approved,Ginger Woodard
MUSC 1115,1,John O'Brien,,978-0-8497-6218-5,Piano Repertoire: Romantic & 20th Century - Level 2,Snell,Kmp,,,required,,,,,Approved,John O'brien
MUSC 1115,1,John O'Brien,,978-1-4534-0325-9,MUSC 1105/1115 Coursepack ,Music Department,Ecurc,1/1/2020,1st,required,,,,,Approved,John O'brien
MUSC 1115,2,John O'Brien,,978-0-8497-6218-5,Piano Repertoire: Romantic & 20th Century - Level 2,Snell,Kmp,,,required,,,,,Approved,John O'brien
MUSC 1115,2,John O'Brien,,978-1-4534-0325-9,MUSC 1105/1115 Coursepack ,Music Department,Ecurc,1/1/2020,1st,required,,,,,Approved,John O'brien
MUSC 1115,3,Keiko Sekino,,978-0-8497-6218-5,Piano Repertoire: Romantic & 20th Century - Level 2,Snell,Kmp,,,required,,,,,Approved,John O'brien
MUSC 1115,3,Keiko Sekino,,978-1-4534-0325-9,MUSC 1105/1115 Coursepack ,Music Department,Ecurc,1/1/2020,1st,required,,,,,Approved,John O'brien
MUSC 1208,1,Jonathan Sitton,12,978-1-60904-503-6,Keyboard Fundamentals,James Lyke,Stipes ,,,required,,,,,Approved,
MUSC 1308,1,Elliot Frank,35,978-1-4706-3376-9,"Classic Guitar Technique, Vol 1 : Book and Online Audio","Shearer, Aaron and Kikta, Thomas","Alfred Publishing Company, Incorporated",3/1/2016,3,required,,,*,*,Approved,Elliot Frank
MUSC 1308,2,Elliot Frank,35,978-1-4706-3376-9,"Classic Guitar Technique, Vol 1 : Book and Online Audio","Shearer, Aaron and Kikta, Thomas","Alfred Publishing Company, Incorporated",3/1/2016,3,required,,,*,*,Approved,Elliot Frank
MUSC 1647,1,Daniel Shirley,20,978-0-9818829-6-3,"German Lyric Diction Workbook, Student Manual 5th Edition : Review of rules for enunciation and Transcription","S.T.M. Publshers and Montgomery, Cheri",S.T.M. Publishers,3/10/2014,5,required,,,*,,Approved,Daniel Shirley
MUSC 2115,1,Kwan Yi,,978-1-4534-0326-6,MUSC 2105/2115 Coursepack,Music Department,Ecurc,1/1/2020,1st,required,,,,,Approved,
MUSC 2186,1,Lori Wacker,30,978-0-13-447545-5,"Music for Sight Singing, Student Edition","Rogers, Nancy, Ottman, Robert W., and Ottman, Robert",Pearson Education,12/9/2018,10,required,,,,,Approved,Lori Wacker
MUSC 2186,2,Lori Wacker,30,978-0-13-447545-5,"Music for Sight Singing, Student Edition","Rogers, Nancy, Ottman, Robert W., and Ottman, Robert",Pearson Education,12/9/2018,10,required,,,,,Approved,Lori Wacker
MUSC 2207,601,Jocelyn Nelson,200,978-1-63487-946-0,Gateway to Music : (First Edition),"Nelson, Jocelyn","Cognella, Inc.",12/31/2015,,required,,,*,,Approved,Jocelyn Nelson
MUSC 2207,602,Jocelyn Nelson,200,978-1-63487-946-0,Gateway to Music : (First Edition),"Nelson, Jocelyn","Cognella, Inc.",12/31/2015,,required,,,*,,Approved,Jocelyn Nelson
NEUR 4901,1,Tuan Tran,20,978-1-60535-380-7,Neuroscience,Purves et al,"Oxford University Press, Incorporated",10/12/2017,6,required,,,,,Approved,Tuan Tran
NURS 3005,1,Mark Hand,20,978-1-71964-002-2,Test Success : Test-Taking Techniques for Beginning Nursing Students,"Nugent, Patricia M. and Vitale, Barbara A.","Davis Company, F. A.",1/31/2020,9,required,,,,,Approved,Mark Hand
NURS 3020,1,Lou Baldree,130,978-0-323-51080-6,Physical Examination and Health Assessment,"Jarvis, Carolyn",Elsevier - Health Sciences Division,2/4/2019,8,required,,,,,Approved,Mark Hand
NURS 3020,2,Mark Hand,130,978-0-323-51080-6,Physical Examination and Health Assessment,"Jarvis, Carolyn",Elsevier - Health Sciences Division,2/4/2019,8,required,,,,,Approved,Mark Hand
NURS 3340,2,,,978-0-13-425701-3,Principles of Pediatric Nursing : Caring for Children,"Ball, Jane W., Bindler, Ruth C., Cowen, Kay, Shaw, Michele Rose, Ball, Jane, Bindler, Ruth, and Shaw, Michele",Pearson Education,10/24/2016,7,required,,,,,Approved,Susan Stancombe
NURS 3340,2,,,978-0-323-55629-3,Maternity and Women's Health Care,"Lowdermilk, Deitra Leonard, Perry, Shannon E., Cashion, Mary Catherine, Alden, Kathryn Rhodes, Olshansky, Ellen",Elsevier - Health Sciences Division,1/1/2019,12,required,,,,,Approved,Susan Stancombe
NURS 3340,2,,,978-1-59195-380-7,Pediatric & Neonatal Dosage Handbook,"Taketomo, Carol K., Hodding, Jane H., and Kraus, Donna M.","Lexi-Comp, Incorporated",10/1/2019,26,required,,,,,Approved,Susan Stancombe
NURS 3340,4,,,978-0-13-425701-3,Principles of Pediatric Nursing : Caring for Children,"Ball, Jane W., Bindler, Ruth C., Cowen, Kay, Shaw, Michele Rose, Ball, Jane, Bindler, Ruth, and Shaw, Michele",Pearson Education,10/24/2016,7,required,,,,,Approved,Susan Stancombe
NURS 3340,4,,,978-0-323-55629-3,Maternity and Women's Health Care,"Lowdermilk, Deitra Leonard, Perry, Shannon E., Cashion, Mary Catherine, Alden, Kathryn Rhodes, Olshansky, Ellen",Elsevier - Health Sciences Division,1/1/2019,12,required,,,,,Approved,Susan Stancombe
NURS 3340,4,,,978-1-59195-380-7,Pediatric & Neonatal Dosage Handbook,"Taketomo, Carol K., Hodding, Jane H., and Kraus, Donna M.","Lexi-Comp, Incorporated",10/1/2019,26,required,,,,,Approved,Susan Stancombe
NURS 3340,1,Joy Shepard,,978-0-13-425701-3,Principles of Pediatric Nursing : Caring for Children,"Ball, Jane W., Bindler, Ruth C., Cowen, Kay, Shaw, Michele Rose, Ball, Jane, Bindler, Ruth, and Shaw, Michele",Pearson Education,10/24/2016,7,required,,,,,Approved,Susan Stancombe
NURS 3340,1,Joy Shepard,,978-0-323-55629-3,Maternity and Women's Health Care,"Lowdermilk, Deitra Leonard, Perry, Shannon E., Cashion, Mary Catherine, Alden, Kathryn Rhodes, Olshansky, Ellen",Elsevier - Health Sciences Division,1/1/2019,12,required,,,,,Approved,Susan Stancombe
NURS 3340,1,Joy Shepard,,978-1-59195-380-7,Pediatric & Neonatal Dosage Handbook,"Taketomo, Carol K., Hodding, Jane H., and Kraus, Donna M.","Lexi-Comp, Incorporated",10/1/2019,26,required,,,,,Approved,Susan Stancombe
NURS 3340,3,Joy Shepard,,978-0-13-425701-3,Principles of Pediatric Nursing : Caring for Children,"Ball, Jane W., Bindler, Ruth C., Cowen, Kay, Shaw, Michele Rose, Ball, Jane, Bindler, Ruth, and Shaw, Michele",Pearson Education,10/24/2016,7,required,,,,,Approved,Susan Stancombe
NURS 3340,3,Joy Shepard,,978-0-323-55629-3,Maternity and Women's Health Care,"Lowdermilk, Deitra Leonard, Perry, Shannon E., Cashion, Mary Catherine, Alden, Kathryn Rhodes, Olshansky, Ellen",Elsevier - Health Sciences Division,1/1/2019,12,required,,,,,Approved,Susan Stancombe
NURS 3340,3,Joy Shepard,,978-1-59195-380-7,Pediatric & Neonatal Dosage Handbook,"Taketomo, Carol K., Hodding, Jane H., and Kraus, Donna M.","Lexi-Comp, Incorporated",10/1/2019,26,required,,,,,Approved,Susan Stancombe
NURS 3341,1,,,978-0-8400-0123-8,Clinical Guidebook Nursing Care Of Infants & Children,NURS STAFF,Ecurc,,,required,,,,,Approved,
NURS 3341,1,,,978-1-59195-380-7,Pediatric & Neonatal Dosage Handbook,"Taketomo, Carol K., Hodding, Jane H., and Kraus, Donna M.","Lexi-Comp, Incorporated",10/1/2019,26,required,,,,,Approved,
NURS 3341,4,Heather Kindl,,978-0-8400-0123-8,Clinical Guidebook Nursing Care Of Infants & Children,NURS STAFF,Ecurc,,,required,,,,,Approved,
NURS 3341,4,Heather Kindl,,978-1-59195-380-7,Pediatric & Neonatal Dosage Handbook,"Taketomo, Carol K., Hodding, Jane H., and Kraus, Donna M.","Lexi-Comp, Incorporated",10/1/2019,26,required,,,,,Approved,
NURS 3341,6,Heather Kindl,,978-0-8400-0123-8,Clinical Guidebook Nursing Care Of Infants & Children,NURS STAFF,Ecurc,,,required,,,,,Approved,
NURS 3341,6,Heather Kindl,,978-1-59195-380-7,Pediatric & Neonatal Dosage Handbook,"Taketomo, Carol K., Hodding, Jane H., and Kraus, Donna M.","Lexi-Comp, Incorporated",10/1/2019,26,required,,,,,Approved,
NURS 3341,10,Heather Kindl,,978-0-8400-0123-8,Clinical Guidebook Nursing Care Of Infants & Children,NURS STAFF,Ecurc,,,required,,,,,Approved,
NURS 3341,10,Heather Kindl,,978-1-59195-380-7,Pediatric & Neonatal Dosage Handbook,"Taketomo, Carol K., Hodding, Jane H., and Kraus, Donna M.","Lexi-Comp, Incorporated",10/1/2019,26,required,,,,,Approved,
NURS 3341,12,Heather Kindl,,978-0-8400-0123-8,Clinical Guidebook Nursing Care Of Infants & Children,NURS STAFF,Ecurc,,,required,,,,,Approved,
NURS 3341,12,Heather Kindl,,978-1-59195-380-7,Pediatric & Neonatal Dosage Handbook,"Taketomo, Carol K., Hodding, Jane H., and Kraus, Donna M.","Lexi-Comp, Incorporated",10/1/2019,26,required,,,,,Approved,
NURS 3341,2,Joy Shepard,,978-0-8400-0123-8,Clinical Guidebook Nursing Care Of Infants & Children,NURS STAFF,Ecurc,,,required,,,,,Approved,
NURS 3341,2,Joy Shepard,,978-1-59195-380-7,Pediatric & Neonatal Dosage Handbook,"Taketomo, Carol K., Hodding, Jane H., and Kraus, Donna M.","Lexi-Comp, Incorporated",10/1/2019,26,required,,,,,Approved,
NURS 3341,13,Joy Shepard,,978-0-8400-0123-8,Clinical Guidebook Nursing Care Of Infants & Children,NURS STAFF,Ecurc,,,required,,,,,Approved,
NURS 3341,13,Joy Shepard,,978-1-59195-380-7,Pediatric & Neonatal Dosage Handbook,"Taketomo, Carol K., Hodding, Jane H., and Kraus, Donna M.","Lexi-Comp, Incorporated",10/1/2019,26,required,,,,,Approved,
NURS 3341,14,Joy Shepard,,978-0-8400-0123-8,Clinical Guidebook Nursing Care Of Infants & Children,NURS STAFF,Ecurc,,,required,,,,,Approved,
NURS 3341,14,Joy Shepard,,978-1-59195-380-7,Pediatric & Neonatal Dosage Handbook,"Taketomo, Carol K., Hodding, Jane H., and Kraus, Donna M.","Lexi-Comp, Incorporated",10/1/2019,26,required,,,,,Approved,
NURS 3341,3,Joyce Buck,,978-0-8400-0123-8,Clinical Guidebook Nursing Care Of Infants & Children,NURS STAFF,Ecurc,,,required,,,,,Approved,
NURS 3341,3,Joyce Buck,,978-1-59195-380-7,Pediatric & Neonatal Dosage Handbook,"Taketomo, Carol K., Hodding, Jane H., and Kraus, Donna M.","Lexi-Comp, Incorporated",10/1/2019,26,required,,,,,Approved,
NURS 3341,5,Joyce Buck,,978-0-8400-0123-8,Clinical Guidebook Nursing Care Of Infants & Children,NURS STAFF,Ecurc,,,required,,,,,Approved,
NURS 3341,5,Joyce Buck,,978-1-59195-380-7,Pediatric & Neonatal Dosage Handbook,"Taketomo, Carol K., Hodding, Jane H., and Kraus, Donna M.","Lexi-Comp, Incorporated",10/1/2019,26,required,,,,,Approved,
NURS 3341,9,Joyce Buck,,978-0-8400-0123-8,Clinical Guidebook Nursing Care Of Infants & Children,NURS STAFF,Ecurc,,,required,,,,,Approved,
NURS 3341,9,Joyce Buck,,978-1-59195-380-7,Pediatric & Neonatal Dosage Handbook,"Taketomo, Carol K., Hodding, Jane H., and Kraus, Donna M.","Lexi-Comp, Incorporated",10/1/2019,26,required,,,,,Approved,
NURS 3341,11,Joyce Buck,,978-0-8400-0123-8,Clinical Guidebook Nursing Care Of Infants & Children,NURS STAFF,Ecurc,,,required,,,,,Approved,
NURS 3341,11,Joyce Buck,,978-1-59195-380-7,Pediatric & Neonatal Dosage Handbook,"Taketomo, Carol K., Hodding, Jane H., and Kraus, Donna M.","Lexi-Comp, Incorporated",10/1/2019,26,required,,,,,Approved,
NURS 3341,7,Karen Yarbrough,,978-0-8400-0123-8,Clinical Guidebook Nursing Care Of Infants & Children,NURS STAFF,Ecurc,,,required,,,,,Approved,
NURS 3341,7,Karen Yarbrough,,978-1-59195-380-7,Pediatric & Neonatal Dosage Handbook,"Taketomo, Carol K., Hodding, Jane H., and Kraus, Donna M.","Lexi-Comp, Incorporated",10/1/2019,26,required,,,,,Approved,
NURS 3341,8,Karen Yarbrough,,978-0-8400-0123-8,Clinical Guidebook Nursing Care Of Infants & Children,NURS STAFF,Ecurc,,,required,,,,,Approved,
NURS 3341,8,Karen Yarbrough,,978-1-59195-380-7,Pediatric & Neonatal Dosage Handbook,"Taketomo, Carol K., Hodding, Jane H., and Kraus, Donna M.","Lexi-Comp, Incorporated",10/1/2019,26,required,,,,,Approved,
NURS 3341,15,Karen Yarbrough,,978-0-8400-0123-8,Clinical Guidebook Nursing Care Of Infants & Children,NURS STAFF,Ecurc,,,required,,,,,Approved,
NURS 3341,15,Karen Yarbrough,,978-1-59195-380-7,Pediatric & Neonatal Dosage Handbook,"Taketomo, Carol K., Hodding, Jane H., and Kraus, Donna M.","Lexi-Comp, Incorporated",10/1/2019,26,required,,,,,Approved,
NURS 3341,16,Karen Yarbrough,,978-0-8400-0123-8,Clinical Guidebook Nursing Care Of Infants & Children,NURS STAFF,Ecurc,,,required,,,,,Approved,
NURS 3341,16,Karen Yarbrough,,978-1-59195-380-7,Pediatric & Neonatal Dosage Handbook,"Taketomo, Carol K., Hodding, Jane H., and Kraus, Donna M.","Lexi-Comp, Incorporated",10/1/2019,26,required,,,,,Approved,
NURS 3380,601,David Taylor,130,978-0-323-51227-5,Lehne's Pharmacology for Nursing Care,"Burchum, Jacqueline and Rosenthal, Laura",Elsevier - Health Sciences Division,4/5/2018,10,required,,,*,,Approved,Jimi Lynne Modlin
NURS 4500,1,Frances Eason,120,978-0-323-35841-5,Saunders Comprehensive Review for the NCLEX-RN? Examination,"Silvestri, Linda Anne",Elsevier - Health Sciences Division,9/23/2019,8,required,,,*,,Approved,Frances Eason
